API,LeaseName,WellNumber,WellStatus,WellType,OperatorCode,OperatorName,FieldName,AreaName,District,CountyName,BaseMeridian,Section,Township,Range,Latitude,Longitude,GISSource,isConfidential,isDirectionallyDrilled,SpudDate,WellSymbol
0401906189,White,1,Plugged,DH,M6925,"Mobil Oil Exploration & Production North America, Inc.",Any Field,Any Area,Inland,Fresno,MD,29,16S,22E,36.51150894,-119.6014862,hud,N,N,12/25/1942,PluggedDH
0403100591,Martin,22-12,Plugged,DH,S3100,Shell Western E&P Inc.,Any Field,Any Area,Inland,Kings,MD,12,18S,22E,36.38409042,-119.5440826,hud,N,N,05/19/1960,PluggedDH
0410720277,Hani,1-31,Plugged,DH,S4825,"Spectra Exploration, Inc.",Any Field,Any Area,Inland,Tulare,MD,31,20S,26E,36.1422348,-119.1966019,Well Summary,N,N,07/02/2013,PluggedDH
0410700176,Agoil,1,Plugged,DH,00174,Agoil Co.,Any Field,Any Area,Inland,Tulare,MD,28,16S,23E,36.51137161,-119.4708328,hud,N,N,,PluggedDH
0410700178,Williams,1,Plugged,DH,04752,John W. Alford,Any Field,Any Area,Inland,Tulare,MD,28,16S,23E,36.51674652,-119.4708023,hud,N,N,,PluggedDH
0410700185,Harris,1,Plugged,DH,08517,Transcal Drilling Co.,Any Field,Any Area,Inland,Tulare,MD,34,16S,23E,36.49007416,-119.4556274,hud,N,N,,PluggedDH
0410700187,Community,21-1,Plugged,DH,A1700,Amerada Hess Corp.,Any Field,Any Area,Inland,Tulare,MD,21,16S,24E,36.52416611,-119.3631821,hud,N,N,,PluggedDH
0410700192,Pratt,1,Plugged,DH,M6925,"Mobil Oil Exploration & Production North America, Inc.",Any Field,Any Area,Inland,Tulare,MD,15,17S,23E,36.45094681,-119.4645843,hud,N,N,,PluggedDH
0410700194,Chrisman,1,Plugged,DH,05234,Lawrence P. Reischman,Any Field,Any Area,Inland,Tulare,MD,21,17S,24E,36.44277191,-119.3838959,hud,N,N,,PluggedDH
0410700201,United,1,Plugged,DH,08657,United Exploration Co. of Calif.,Any Field,Any Area,Inland,Tulare,MD,12,18S,23E,36.377285,-119.4219284,hud,N,N,,PluggedDH
0410700203,Huntley,1,Plugged,DH,M6925,"Mobil Oil Exploration & Production North America, Inc.",Any Field,Any Area,Inland,Tulare,MD,07,18S,24E,36.37900543,-119.4182968,hud,N,N,,PluggedDH
0410700210,Overland-Stone,1,Plugged,DH,05551,M. H. Stone,Any Field,Any Area,Inland,Tulare,MD,10,19S,23E,36.28860474,-119.4734192,hud,N,N,,PluggedDH
0410700212,Eureka-Wright-Hart,1,Plugged,DH,02779,Eureka Refining Corp.,Any Field,Any Area,Inland,Tulare,MD,14,19S,25E,36.27743149,-119.2275543,hud,N,N,,PluggedDH
0410700217,Lease by Tulare Oil,1,Plugged,DH,08593,Tulare Oil,Any Field,Any Area,Inland,Tulare,MD,01,20S,24E,36.22397995,-119.3213959,hud,N,N,,PluggedDH
0410700219,Gieck & Stephens,1,Plugged,DH,00932,Brittain-Terminal Oil Corp.,Any Field,Any Area,Inland,Tulare,MD,29,20S,25E,36.15528488,-119.2802429,hud,N,N,,PluggedDH
0410700226,Keeley,1,Plugged,DH,01501,Charles Beyerbach,Any Field,Any Area,Inland,Tulare,MD,24,20S,26E,36.17400742,-119.1075516,hud,N,N,,PluggedDH
0410700228,"Lease by Fred Gill & Sons, Inc.",2,Plugged,DH,03111,"Fred Gill & Sons, Inc.",Any Field,Any Area,Inland,Tulare,MD,24,20S,26E,36.1684494,-119.1117172,hud,N,N,,PluggedDH
0410700235,Lease by Brown & Soults,1,Plugged,DH,00945,Brown & Soults,Any Field,Any Area,Inland,Tulare,MD,32,20S,27E,36.14855957,-119.0783005,hud,N,N,,PluggedDH
0410700237,Gill,1,Plugged,DH,08021,Spur Oil Company,Any Field,Any Area,Inland,Tulare,MD,32,20S,28E,36.14707565,-118.966568,mip,N,N,,PluggedDH
0410700242,Green Cattle,1,Plugged,DH,C5640,Chevron U.S.A. Inc.,Any Field,Any Area,Inland,Tulare,MD,33,21S,23E,36.05886841,-119.4918289,hud,N,N,,PluggedDH
0410700244,Callison,1,Plugged,DH,T4200,Trico Industries Inc,Any Field,Any Area,Inland,Tulare,MD,27,21S,25E,36.06721878,-119.2512207,hud,N,N,,PluggedDH
0410700251,Baker,1,Plugged,DH,00110,A. Otis Birch,Any Field,Any Area,Inland,Tulare,MD,13,21S,26E,36.10600281,-119.1114502,hud,N,N,,PluggedDH
0410700253,Pratt,1,Plugged,DH,06931,Prestidge Oil Company,Any Field,Any Area,Inland,Tulare,MD,27,21S,26E,36.07723236,-119.1548157,hud,N,N,,PluggedDH
0410700260,Blue Ridge,1,Plugged,DH,06747,Perry Drlg. Co.,Any Field,Any Area,Inland,Tulare,MD,31,21S,27E,36.05199814,-119.0984573,hud,N,N,,PluggedDH
0410700262,Prestage,1,Plugged,DH,08825,"Von Glahn Oil Co., Inc.",Any Field,Any Area,Inland,Tulare,MD,32,21S,27E,36.05701447,-119.0767593,hud,N,N,,PluggedDH
0410700287,Sanborn,1,Plugged,DH,05285,Leonard A. Gwynne & Assoc.,Any Field,Any Area,Inland,Tulare,MD,04,22S,27E,36.04608917,-119.0703888,hud,N,N,,PluggedDH
0410720008,Merritt Estate,1,Plugged,DH,07260,Reynolds & Carver,Any Field,Any Area,Inland,Tulare,MD,20,19S,24E,36.26237106,-119.3898773,hud,N,N,,PluggedDH
0410720015,Fox,1,Plugged,DH,03735,H. Wayne Hoylman,Any Field,Any Area,Inland,Tulare,MD,25,20S,26E,36.1645546,-119.1102448,hud,N,N,,PluggedDH
